Group,Subgroup,CodePoint,Status,Representation,Name,Section
People-Body,person-role,1F46E 200D 2642,minimally-qualified,👮‍♂,man police officer,E4.0
People-Body,person-role,1F46E 200D 2640 FE0F,fully-qualified,👮‍♀️,woman police officer,E4.0
People-Body,person-role,1F46E 200D 2640,minimally-qualified,👮‍♀,woman police officer,E4.0
People-Body,person-role,1F575 FE0F,fully-qualified,🕵️,detective,E0.7
People-Body,person-role,1F575,unqualified,🕵,detective,E0.7
People-Body,person-role,1F575 FE0F 200D 2642 FE0F,fully-qualified,🕵️‍♂️,man detective,E4.0
People-Body,person-role,1F575 200D 2642 FE0F,unqualified,🕵‍♂️,man detective,E4.0
People-Body,person-role,1F575 FE0F 200D 2642,minimally-qualified,🕵️‍♂,man detective,E4.0
People-Body,person-role,1F575 200D 2642,unqualified,🕵‍♂,man detective,E4.0
People-Body,person-role,1F575 FE0F 200D 2640 FE0F,fully-qualified,🕵️‍♀️,woman detective,E4.0
People-Body,person-role,1F575 200D 2640 FE0F,unqualified,🕵‍♀️,woman detective,E4.0
People-Body,person-role,1F575 FE0F 200D 2640,minimally-qualified,🕵️‍♀,woman detective,E4.0
People-Body,person-role,1F575 200D 2640,unqualified,🕵‍♀,woman detective,E4.0
People-Body,person-role,1F482,fully-qualified,💂,guard,E0.6
People-Body,person-role,1F482 200D 2642 FE0F,fully-qualified,💂‍♂️,man guard,E4.0
People-Body,person-role,1F482 200D 2642,minimally-qualified,💂‍♂,man guard,E4.0
People-Body,person-role,1F482 200D 2640 FE0F,fully-qualified,💂‍♀️,woman guard,E4.0
People-Body,person-role,1F482 200D 2640,minimally-qualified,💂‍♀,woman guard,E4.0
People-Body,person-role,1F977,fully-qualified,🥷,ninja,E13.0
People-Body,person-role,1F477,fully-qualified,👷,construction worker,E0.6
People-Body,person-role,1F477 200D 2642 FE0F,fully-qualified,👷‍♂️,man construction worker,E4.0
People-Body,person-role,1F477 200D 2642,minimally-qualified,👷‍♂,man construction worker,E4.0
People-Body,person-role,1F477 200D 2640 FE0F,fully-qualified,👷‍♀️,woman construction worker,E4.0
People-Body,person-role,1F477 200D 2640,minimally-qualified,👷‍♀,woman construction worker,E4.0
People-Body,person-role,1F934,fully-qualified,🤴,prince,E3.0
People-Body,person-role,1F478,fully-qualified,👸,princess,E0.6
People-Body,person-role,1F473,fully-qualified,👳,person wearing turban,E0.6
People-Body,person-role,1F473 200D 2642 FE0F,fully-qualified,👳‍♂️,man wearing turban,E4.0
People-Body,person-role,1F473 200D 2642,minimally-qualified,👳‍♂,man wearing turban,E4.0
People-Body,person-role,1F473 200D 2640 FE0F,fully-qualified,👳‍♀️,woman wearing turban,E4.0
People-Body,person-role,1F473 200D 2640,minimally-qualified,👳‍♀,woman wearing turban,E4.0
People-Body,person-role,1F472,fully-qualified,👲,person with skullcap,E0.6
People-Body,person-role,1F9D5,fully-qualified,🧕,woman with headscarf,E5.0
People-Body,person-role,1F935,fully-qualified,🤵,person in tuxedo,E3.0
People-Body,person-role,1F935 200D 2642 FE0F,fully-qualified,🤵‍♂️,man in tuxedo,E13.0
People-Body,person-role,1F935 200D 2642,minimally-qualified,🤵‍♂,man in tuxedo,E13.0
People-Body,person-role,1F935 200D 2640 FE0F,fully-qualified,🤵‍♀️,woman in tuxedo,E13.0
People-Body,person-role,1F935 200D 2640,minimally-qualified,🤵‍♀,woman in tuxedo,E13.0
People-Body,person-role,1F470,fully-qualified,👰,person with veil,E0.6
People-Body,person-role,1F470 200D 2642 FE0F,fully-qualified,👰‍♂️,man with veil,E13.0
People-Body,person-role,1F470 200D 2642,minimally-qualified,👰‍♂,man with veil,E13.0
People-Body,person-role,1F470 200D 2640 FE0F,fully-qualified,👰‍♀️,woman with veil,E13.0
People-Body,person-role,1F470 200D 2640,minimally-qualified,👰‍♀,woman with veil,E13.0
People-Body,person-role,1F930,fully-qualified,🤰,pregnant woman,E3.0
People-Body,person-role,1F931,fully-qualified,🤱,breast-feeding,E5.0
People-Body,person-role,1F469 200D 1F37C,fully-qualified,👩‍🍼,woman feeding baby,E13.0
People-Body,person-role,1F468 200D 1F37C,fully-qualified,👨‍🍼,man feeding baby,E13.0
People-Body,person-role,1F9D1 200D 1F37C,fully-qualified,🧑‍🍼,person feeding baby,E13.0
People-Body,person-fantasy,1F47C,fully-qualified,👼,baby angel,E0.6
People-Body,person-fantasy,1F385,fully-qualified,🎅,Santa Claus,E0.6
People-Body,person-fantasy,1F936,fully-qualified,🤶,Mrs Claus,E3.0
People-Body,person-fantasy,1F9D1 200D 1F384,fully-qualified,🧑‍🎄,mx claus,E13.0
People-Body,person-fantasy,1F9B8,fully-qualified,🦸,superhero,E11.0
People-Body,person-fantasy,1F9B8 200D 2642 FE0F,fully-qualified,🦸‍♂️,man superhero,E11.0
People-Body,person-fantasy,1F9B8 200D 2642,minimally-qualified,🦸‍♂,man superhero,E11.0
People-Body,person-fantasy,1F9B8 200D 2640 FE0F,fully-qualified,🦸‍♀️,woman superhero,E11.0
People-Body,person-fantasy,1F9B8 200D 2640,minimally-qualified,🦸‍♀,woman superhero,E11.0
People-Body,person-fantasy,1F9B9,fully-qualified,🦹,supervillain,E11.0
People-Body,person-fantasy,1F9B9 200D 2642 FE0F,fully-qualified,🦹‍♂️,man supervillain,E11.0
People-Body,person-fantasy,1F9B9 200D 2642,minimally-qualified,🦹‍♂,man supervillain,E11.0
People-Body,person-fantasy,1F9B9 200D 2640 FE0F,fully-qualified,🦹‍♀️,woman supervillain,E11.0
People-Body,person-fantasy,1F9B9 200D 2640,minimally-qualified,🦹‍♀,woman supervillain,E11.0
People-Body,person-fantasy,1F9D9,fully-qualified,🧙,mage,E5.0
People-Body,person-fantasy,1F9D9 200D 2642 FE0F,fully-qualified,🧙‍♂️,man mage,E5.0
People-Body,person-fantasy,1F9D9 200D 2642,minimally-qualified,🧙‍♂,man mage,E5.0
People-Body,person-fantasy,1F9D9 200D 2640 FE0F,fully-qualified,🧙‍♀️,woman mage,E5.0
People-Body,person-fantasy,1F9D9 200D 2640,minimally-qualified,🧙‍♀,woman mage,E5.0
People-Body,person-fantasy,1F9DA,fully-qualified,🧚,fairy,E5.0
People-Body,person-fantasy,1F9DA 200D 2642 FE0F,fully-qualified,🧚‍♂️,man fairy,E5.0
People-Body,person-fantasy,1F9DA 200D 2642,minimally-qualified,🧚‍♂,man fairy,E5.0
People-Body,person-fantasy,1F9DA 200D 2640 FE0F,fully-qualified,🧚‍♀️,woman fairy,E5.0
People-Body,person-fantasy,1F9DA 200D 2640,minimally-qualified,🧚‍♀,woman fairy,E5.0
People-Body,person-fantasy,1F9DB,fully-qualified,🧛,vampire,E5.0
People-Body,person-fantasy,1F9DB 200D 2642 FE0F,fully-qualified,🧛‍♂️,man vampire,E5.0
People-Body,person-fantasy,1F9DB 200D 2642,minimally-qualified,🧛‍♂,man vampire,E5.0
People-Body,person-fantasy,1F9DB 200D 2640 FE0F,fully-qualified,🧛‍♀️,woman vampire,E5.0
People-Body,person-fantasy,1F9DB 200D 2640,minimally-qualified,🧛‍♀,woman vampire,E5.0
People-Body,person-fantasy,1F9DC,fully-qualified,🧜,merperson,E5.0
People-Body,person-fantasy,1F9DC 200D 2642 FE0F,fully-qualified,🧜‍♂️,merman,E5.0
People-Body,person-fantasy,1F9DC 200D 2642,minimally-qualified,🧜‍♂,merman,E5.0
People-Body,person-fantasy,1F9DC 200D 2640 FE0F,fully-qualified,🧜‍♀️,mermaid,E5.0
People-Body,person-fantasy,1F9DC 200D 2640,minimally-qualified,🧜‍♀,mermaid,E5.0
People-Body,person-fantasy,1F9DD,fully-qualified,🧝,elf,E5.0
People-Body,person-fantasy,1F9DD 200D 2642 FE0F,fully-qualified,🧝‍♂️,man elf,E5.0
People-Body,person-fantasy,1F9DD 200D 2642,minimally-qualified,🧝‍♂,man elf,E5.0
People-Body,person-fantasy,1F9DD 200D 2640 FE0F,fully-qualified,🧝‍♀️,woman elf,E5.0
People-Body,person-fantasy,1F9DD 200D 2640,minimally-qualified,🧝‍♀,woman elf,E5.0
People-Body,person-fantasy,1F9DE,fully-qualified,🧞,genie,E5.0
People-Body,person-fantasy,1F9DE 200D 2642 FE0F,fully-qualified,🧞‍♂️,man genie,E5.0
People-Body,person-fantasy,1F9DE 200D 2642,minimally-qualified,🧞‍♂,man genie,E5.0
People-Body,person-fantasy,1F9DE 200D 2640 FE0F,fully-qualified,🧞‍♀️,woman genie,E5.0
People-Body,person-fantasy,1F9DE 200D 2640,minimally-qualified,🧞‍♀,woman genie,E5.0
People-Body,person-fantasy,1F9DF,fully-qualified,🧟,zombie,E5.0
People-Body,person-fantasy,1F9DF 200D 2642 FE0F,fully-qualified,🧟‍♂️,man zombie,E5.0
People-Body,person-fantasy,1F9DF 200D 2642,minimally-qualified,🧟‍♂,man zombie,E5.0
People-Body,person-fantasy,1F9DF 200D 2640 FE0F,fully-qualified,🧟‍♀️,woman zombie,E5.0
People-Body,person-fantasy,1F9DF 200D 2640,minimally-qualified,🧟‍♀,woman zombie,E5.0
People-Body,person-activity,1F486,fully-qualified,💆,person getting massage,E0.6
People-Body,person-activity,1F486 200D 2642 FE0F,fully-qualified,💆‍♂️,man getting massage,E4.0
People-Body,person-activity,1F486 200D 2642,minimally-qualified,💆‍♂,man getting massage,E4.0
People-Body,person-activity,1F486 200D 2640 FE0F,fully-qualified,💆‍♀️,woman getting massage,E4.0
People-Body,person-activity,1F486 200D 2640,minimally-qualified,💆‍♀,woman getting massage,E4.0
People-Body,person-activity,1F487,fully-qualified,💇,person getting haircut,E0.6
People-Body,person-activity,1F487 200D 2642 FE0F,fully-qualified,💇‍♂️,man getting haircut,E4.0
People-Body,person-activity,1F487 200D 2642,minimally-qualified,💇‍♂,man getting haircut,E4.0
People-Body,person-activity,1F487 200D 2640 FE0F,fully-qualified,💇‍♀️,woman getting haircut,E4.0
People-Body,person-activity,1F487 200D 2640,minimally-qualified,💇‍♀,woman getting haircut,E4.0
People-Body,person-activity,1F6B6,fully-qualified,🚶,person walking,E0.6
People-Body,person-activity,1F6B6 200D 2642 FE0F,fully-qualified,🚶‍♂️,man walking,E4.0
People-Body,person-activity,1F6B6 200D 2642,minimally-qualified,🚶‍♂,man walking,E4.0
People-Body,person-activity,1F6B6 200D 2640 FE0F,fully-qualified,🚶‍♀️,woman walking,E4.0
People-Body,person-activity,1F6B6 200D 2640,minimally-qualified,🚶‍♀,woman walking,E4.0
People-Body,person-activity,1F9CD,fully-qualified,🧍,person standing,E12.0
People-Body,person-activity,1F9CD 200D 2642 FE0F,fully-qualified,🧍‍♂️,man standing,E12.0
People-Body,person-activity,1F9CD 200D 2642,minimally-qualified,🧍‍♂,man standing,E12.0
People-Body,person-activity,1F9CD 200D 2640 FE0F,fully-qualified,🧍‍♀️,woman standing,E12.0
People-Body,person-activity,1F9CD 200D 2640,minimally-qualified,🧍‍♀,woman standing,E12.0
People-Body,person-activity,1F9CE,fully-qualified,🧎,person kneeling,E12.0
People-Body,person-activity,1F9CE 200D 2642 FE0F,fully-qualified,🧎‍♂️,man kneeling,E12.0
People-Body,person-activity,1F9CE 200D 2642,minimally-qualified,🧎‍♂,man kneeling,E12.0
People-Body,person-activity,1F9CE 200D 2640 FE0F,fully-qualified,🧎‍♀️,woman kneeling,E12.0
People-Body,person-activity,1F9CE 200D 2640,minimally-qualified,🧎‍♀,woman kneeling,E12.0
People-Body,person-activity,1F9D1 200D 1F9AF,fully-qualified,🧑‍🦯,person with white cane,E12.1
People-Body,person-activity,1F468 200D 1F9AF,fully-qualified,👨‍🦯,man with white cane,E12.0
People-Body,person-activity,1F469 200D 1F9AF,fully-qualified,👩‍🦯,woman with white cane,E12.0
People-Body,person-activity,1F9D1 200D 1F9BC,fully-qualified,🧑‍🦼,person in motorized wheelchair,E12.1
People-Body,person-activity,1F468 200D 1F9BC,fully-qualified,👨‍🦼,man in motorized wheelchair,E12.0
People-Body,person-activity,1F469 200D 1F9BC,fully-qualified,👩‍🦼,woman in motorized wheelchair,E12.0
People-Body,person-activity,1F9D1 200D 1F9BD,fully-qualified,🧑‍🦽,person in manual wheelchair,E12.1
People-Body,person-activity,1F468 200D 1F9BD,fully-qualified,👨‍🦽,man in manual wheelchair,E12.0
People-Body,person-activity,1F469 200D 1F9BD,fully-qualified,👩‍🦽,woman in manual wheelchair,E12.0
People-Body,person-activity,1F3C3,fully-qualified,🏃,person running,E0.6
People-Body,person-activity,1F3C3 200D 2642 FE0F,fully-qualified,🏃‍♂️,man running,E4.0
People-Body,person-activity,1F3C3 200D 2642,minimally-qualified,🏃‍♂,man running,E4.0
People-Body,person-activity,1F3C3 200D 2640 FE0F,fully-qualified,🏃‍♀️,woman running,E4.0
People-Body,person-activity,1F3C3 200D 2640,minimally-qualified,🏃‍♀,woman running,E4.0
People-Body,person-activity,1F483,fully-qualified,💃,woman dancing,E0.6
People-Body,person-activity,1F57A,fully-qualified,🕺,man dancing,E3.0
People-Body,person-activity,1F574 FE0F,fully-qualified,🕴️,person in suit levitating,E0.7
People-Body,person-activity,1F574,unqualified,🕴,person in suit levitating,E0.7
People-Body,person-activity,1F46F,fully-qualified,👯,people with bunny ears,E0.6
People-Body,person-activity,1F46F 200D 2642 FE0F,fully-qualified,👯‍♂️,men with bunny ears,E4.0
People-Body,person-activity,1F46F 200D 2642,minimally-qualified,👯‍♂,men with bunny ears,E4.0
People-Body,person-activity,1F46F 200D 2640 FE0F,fully-qualified,👯‍♀️,women with bunny ears,E4.0
People-Body,person-activity,1F46F 200D 2640,minimally-qualified,👯‍♀,women with bunny ears,E4.0
People-Body,person-activity,1F9D6,fully-qualified,🧖,person in steamy room,E5.0
People-Body,person-activity,1F9D6 200D 2642 FE0F,fully-qualified,🧖‍♂️,man in steamy room,E5.0
People-Body,person-activity,1F9D6 200D 2642,minimally-qualified,🧖‍♂,man in steamy room,E5.0
People-Body,person-activity,1F9D6 200D 2640 FE0F,fully-qualified,🧖‍♀️,woman in steamy room,E5.0
People-Body,person-activity,1F9D6 200D 2640,minimally-qualified,🧖‍♀,woman in steamy room,E5.0
People-Body,person-activity,1F9D7,fully-qualified,🧗,person climbing,E5.0
People-Body,person-activity,1F9D7 200D 2642 FE0F,fully-qualified,🧗‍♂️,man climbing,E5.0
People-Body,person-activity,1F9D7 200D 2642,minimally-qualified,🧗‍♂,man climbing,E5.0
People-Body,person-activity,1F9D7 200D 2640 FE0F,fully-qualified,🧗‍♀️,woman climbing,E5.0
People-Body,person-activity,1F9D7 200D 2640,minimally-qualified,🧗‍♀,woman climbing,E5.0
People-Body,person-sport,1F93A,fully-qualified,🤺,person fencing,E3.0
People-Body,person-sport,1F3C7,fully-qualified,🏇,horse racing,E1.0
People-Body,person-sport,26F7 FE0F,fully-qualified,⛷️,skier,E0.7
People-Body,person-sport,26F7,unqualified,⛷,skier,E0.7
People-Body,person-sport,1F3C2,fully-qualified,🏂,snowboarder,E0.6
People-Body,person-sport,1F3CC FE0F,fully-qualified,🏌️,person golfing,E0.7
People-Body,person-sport,1F3CC,unqualified,🏌,person golfing,E0.7
People-Body,person-sport,1F3CC FE0F 200D 2642 FE0F,fully-qualified,🏌️‍♂️,man golfing,E4.0
People-Body,person-sport,1F3CC 200D 2642 FE0F,unqualified,🏌‍♂️,man golfing,E4.0
People-Body,person-sport,1F3CC FE0F 200D 2642,minimally-qualified,🏌️‍♂,man golfing,E4.0
People-Body,person-sport,1F3CC 200D 2642,unqualified,🏌‍♂,man golfing,E4.0
People-Body,person-sport,1F3CC FE0F 200D 2640 FE0F,fully-qualified,🏌️‍♀️,woman golfing,E4.0
People-Body,person-sport,1F3CC 200D 2640 FE0F,unqualified,🏌‍♀️,woman golfing,E4.0
People-Body,person-sport,1F3CC FE0F 200D 2640,minimally-qualified,🏌️‍♀,woman golfing,E4.0
People-Body,person-sport,1F3CC 200D 2640,unqualified,🏌‍♀,woman golfing,E4.0
People-Body,person-sport,1F3C4,fully-qualified,🏄,person surfing,E0.6
People-Body,person-sport,1F3C4 200D 2642 FE0F,fully-qualified,🏄‍♂️,man surfing,E4.0
People-Body,person-sport,1F3C4 200D 2642,minimally-qualified,🏄‍♂,man surfing,E4.0
People-Body,person-sport,1F3C4 200D 2640 FE0F,fully-qualified,🏄‍♀️,woman surfing,E4.0
People-Body,person-sport,1F3C4 200D 2640,minimally-qualified,🏄‍♀,woman surfing,E4.0
People-Body,person-sport,1F6A3,fully-qualified,🚣,person rowing boat,E1.0
People-Body,person-sport,1F6A3 200D 2642 FE0F,fully-qualified,🚣‍♂️,man rowing boat,E4.0
People-Body,person-sport,1F6A3 200D 2642,minimally-qualified,🚣‍♂,man rowing boat,E4.0
People-Body,person-sport,1F6A3 200D 2640 FE0F,fully-qualified,🚣‍♀️,woman rowing boat,E4.0
People-Body,person-sport,1F6A3 200D 2640,minimally-qualified,🚣‍♀,woman rowing boat,E4.0
People-Body,person-sport,1F3CA,fully-qualified,🏊,person swimming,E0.6
People-Body,person-sport,1F3CA 200D 2642 FE0F,fully-qualified,🏊‍♂️,man swimming,E4.0
People-Body,person-sport,1F3CA 200D 2642,minimally-qualified,🏊‍♂,man swimming,E4.0
People-Body,person-sport,1F3CA 200D 2640 FE0F,fully-qualified,🏊‍♀️,woman swimming,E4.0
People-Body,person-sport,1F3CA 200D 2640,minimally-qualified,🏊‍♀,woman swimming,E4.0
People-Body,person-sport,26F9 FE0F,fully-qualified,⛹️,person bouncing ball,E0.7
People-Body,person-sport,26F9,unqualified,⛹,person bouncing ball,E0.7
People-Body,person-sport,26F9 FE0F 200D 2642 FE0F,fully-qualified,⛹️‍♂️,man bouncing ball,E4.0
People-Body,person-sport,26F9 200D 2642 FE0F,unqualified,⛹‍♂️,man bouncing ball,E4.0
People-Body,person-sport,26F9 FE0F 200D 2642,minimally-qualified,⛹️‍♂,man bouncing ball,E4.0
People-Body,person-sport,26F9 200D 2642,unqualified,⛹‍♂,man bouncing ball,E4.0
People-Body,person-sport,26F9 FE0F 200D 2640 FE0F,fully-qualified,⛹️‍♀️,woman bouncing ball,E4.0
People-Body,person-sport,26F9 200D 2640 FE0F,unqualified,⛹‍♀️,woman bouncing ball,E4.0
People-Body,person-sport,26F9 FE0F 200D 2640,minimally-qualified,⛹️‍♀,woman bouncing ball,E4.0
People-Body,person-sport,26F9 200D 2640,unqualified,⛹‍♀,woman bouncing ball,E4.0
People-Body,person-sport,1F3CB FE0F,fully-qualified,🏋️,person lifting weights,E0.7
People-Body,person-sport,1F3CB,unqualified,🏋,person lifting weights,E0.7
People-Body,person-sport,1F3CB FE0F 200D 2642 FE0F,fully-qualified,🏋️‍♂️,man lifting weights,E4.0
People-Body,person-sport,1F3CB 200D 2642 FE0F,unqualified,🏋‍♂️,man lifting weights,E4.0
People-Body,person-sport,1F3CB FE0F 200D 2642,minimally-qualified,🏋️‍♂,man lifting weights,E4.0
People-Body,person-sport,1F3CB 200D 2642,unqualified,🏋‍♂,man lifting weights,E4.0
People-Body,person-sport,1F3CB FE0F 200D 2640 FE0F,fully-qualified,🏋️‍♀️,woman lifting weights,E4.0
People-Body,person-sport,1F3CB 200D 2640 FE0F,unqualified,🏋‍♀️,woman lifting weights,E4.0
People-Body,person-sport,1F3CB FE0F 200D 2640,minimally-qualified,🏋️‍♀,woman lifting weights,E4.0
People-Body,person-sport,1F3CB 200D 2640,unqualified,🏋‍♀,woman lifting weights,E4.0
People-Body,person-sport,1F6B4,fully-qualified,🚴,person biking,E1.0
People-Body,person-sport,1F6B4 200D 2642 FE0F,fully-qualified,🚴‍♂️,man biking,E4.0
People-Body,person-sport,1F6B4 200D 2642,minimally-qualified,🚴‍♂,man biking,E4.0
People-Body,person-sport,1F6B4 200D 2640 FE0F,fully-qualified,🚴‍♀️,woman biking,E4.0
People-Body,person-sport,1F6B4 200D 2640,minimally-qualified,🚴‍♀,woman biking,E4.0
People-Body,person-sport,1F6B5,fully-qualified,🚵,person mountain biking,E1.0
People-Body,person-sport,1F6B5 200D 2642 FE0F,fully-qualified,🚵‍♂️,man mountain biking,E4.0
People-Body,person-sport,1F6B5 200D 2642,minimally-qualified,🚵‍♂,man mountain biking,E4.0
People-Body,person-sport,1F6B5 200D 2640 FE0F,fully-qualified,🚵‍♀️,woman mountain biking,E4.0
People-Body,person-sport,1F6B5 200D 2640,minimally-qualified,🚵‍♀,woman mountain biking,E4.0
People-Body,person-sport,1F938,fully-qualified,🤸,person cartwheeling,E3.0
People-Body,person-sport,1F938 200D 2642 FE0F,fully-qualified,🤸‍♂️,man cartwheeling,E4.0
People-Body,person-sport,1F938 200D 2642,minimally-qualified,🤸‍♂,man cartwheeling,E4.0
People-Body,person-sport,1F938 200D 2640 FE0F,fully-qualified,🤸‍♀️,woman cartwheeling,E4.0
People-Body,person-sport,1F938 200D 2640,minimally-qualified,🤸‍♀,woman cartwheeling,E4.0
People-Body,person-sport,1F93C,fully-qualified,🤼,people wrestling,E3.0
People-Body,person-sport,1F93C 200D 2642 FE0F,fully-qualified,🤼‍♂️,men wrestling,E4.0
People-Body,person-sport,1F93C 200D 2642,minimally-qualified,🤼‍♂,men wrestling,E4.0
People-Body,person-sport,1F93C 200D 2640 FE0F,fully-qualified,🤼‍♀️,women wrestling,E4.0
People-Body,person-sport,1F93C 200D 2640,minimally-qualified,🤼‍♀,women wrestling,E4.0
People-Body,person-sport,1F93D,fully-qualified,🤽,person playing water polo,E3.0
People-Body,person-sport,1F93D 200D 2642 FE0F,fully-qualified,🤽‍♂️,man playing water polo,E4.0
People-Body,person-sport,1F93D 200D 2642,minimally-qualified,🤽‍♂,man playing water polo,E4.0
People-Body,person-sport,1F93D 200D 2640 FE0F,fully-qualified,🤽‍♀️,woman playing water polo,E4.0
People-Body,person-sport,1F93D 200D 2640,minimally-qualified,🤽‍♀,woman playing water polo,E4.0
People-Body,person-sport,1F93E,fully-qualified,🤾,person playing handball,E3.0
People-Body,person-sport,1F93E 200D 2642 FE0F,fully-qualified,🤾‍♂️,man playing handball,E4.0
People-Body,person-sport,1F93E 200D 2642,minimally-qualified,🤾‍♂,man playing handball,E4.0
People-Body,person-sport,1F93E 200D 2640 FE0F,fully-qualified,🤾‍♀️,woman playing handball,E4.0
People-Body,person-sport,1F93E 200D 2640,minimally-qualified,🤾‍♀,woman playing handball,E4.0
People-Body,person-sport,1F939,fully-qualified,🤹,person juggling,E3.0
People-Body,person-sport,1F939 200D 2642 FE0F,fully-qualified,🤹‍♂️,man juggling,E4.0
People-Body,person-sport,1F939 200D 2642,minimally-qualified,🤹‍♂,man juggling,E4.0
People-Body,person-sport,1F939 200D 2640 FE0F,fully-qualified,🤹‍♀️,woman juggling,E4.0
People-Body,person-sport,1F939 200D 2640,minimally-qualified,🤹‍♀,woman juggling,E4.0
People-Body,person-resting,1F9D8,fully-qualified,🧘,person in lotus position,E5.0
People-Body,person-resting,1F9D8 200D 2642 FE0F,fully-qualified,🧘‍♂️,man in lotus position,E5.0
People-Body,person-resting,1F9D8 200D 2642,minimally-qualified,🧘‍♂,man in lotus position,E5.0
People-Body,person-resting,1F9D8 200D 2640 FE0F,fully-qualified,🧘‍♀️,woman in lotus position,E5.0
People-Body,person-resting,1F9D8 200D 2640,minimally-qualified,🧘‍♀,woman in lotus position,E5.0
People-Body,person-resting,1F6C0,fully-qualified,🛀,person taking bath,E0.6
People-Body,person-resting,1F6CC,fully-qualified,🛌,person in bed,E1.0
People-Body,family,1F9D1 200D 1F91D 200D 1F9D1,fully-qualified,🧑‍🤝‍🧑,people holding hands,E12.0
People-Body,family,1F46D,fully-qualified,👭,women holding hands,E1.0
People-Body,family,1F46B,fully-qualified,👫,woman and man holding hands,E0.6
People-Body,family,1F46C,fully-qualified,👬,men holding hands,E1.0
People-Body,family,1F48F,fully-qualified,💏,kiss,E0.6
People-Body,family,1F469 200D 2764 FE0F 200D 1F48B 200D 1F468,fully-qualified,👩‍❤️‍💋‍👨,kiss woman man,E2.0
People-Body,family,1F469 200D 2764 200D 1F48B 200D 1F468,minimally-qualified,👩‍❤‍💋‍👨,kiss woman man,E2.0
People-Body,family,1F468 200D 2764 FE0F 200D 1F48B 200D 1F468,fully-qualified,👨‍❤️‍💋‍👨,kiss man man,E2.0
People-Body,family,1F468 200D 2764 200D 1F48B 200D 1F468,minimally-qualified,👨‍❤‍💋‍👨,kiss man man,E2.0
People-Body,family,1F469 200D 2764 FE0F 200D 1F48B 200D 1F469,fully-qualified,👩‍❤️‍💋‍👩,kiss woman woman,E2.0
People-Body,family,1F469 200D 2764 200D 1F48B 200D 1F469,minimally-qualified,👩‍❤‍💋‍👩,kiss woman woman,E2.0
People-Body,family,1F491,fully-qualified,💑,couple with heart,E0.6
People-Body,family,1F469 200D 2764 FE0F 200D 1F468,fully-qualified,👩‍❤️‍👨,couple with heart woman man,E2.0
People-Body,family,1F469 200D 2764 200D 1F468,minimally-qualified,👩‍❤‍👨,couple with heart woman man,E2.0
People-Body,family,1F468 200D 2764 FE0F 200D 1F468,fully-qualified,👨‍❤️‍👨,couple with heart man man,E2.0
People-Body,family,1F468 200D 2764 200D 1F468,minimally-qualified,👨‍❤‍👨,couple with heart man man,E2.0
People-Body,family,1F469 200D 2764 FE0F 200D 1F469,fully-qualified,👩‍❤️‍👩,couple with heart woman woman,E2.0
People-Body,family,1F469 200D 2764 200D 1F469,minimally-qualified,👩‍❤‍👩,couple with heart woman woman,E2.0
People-Body,family,1F46A,fully-qualified,👪,family,E0.6
People-Body,family,1F468 200D 1F469 200D 1F466,fully-qualified,👨‍👩‍👦,family man woman boy,E2.0
People-Body,family,1F468 200D 1F469 200D 1F467,fully-qualified,👨‍👩‍👧,family man woman girl,E2.0
People-Body,family,1F468 200D 1F469 200D 1F467 200D 1F466,fully-qualified,👨‍👩‍👧‍👦,family man woman girl boy,E2.0
People-Body,family,1F468 200D 1F469 200D 1F466 200D 1F466,fully-qualified,👨‍👩‍👦‍👦,family man woman boy boy,E2.0
People-Body,family,1F468 200D 1F469 200D 1F467 200D 1F467,fully-qualified,👨‍👩‍👧‍👧,family man woman girl girl,E2.0
People-Body,family,1F468 200D 1F468 200D 1F466,fully-qualified,👨‍👨‍👦,family man man boy,E2.0
People-Body,family,1F468 200D 1F468 200D 1F467,fully-qualified,👨‍👨‍👧,family man man girl,E2.0
People-Body,family,1F468 200D 1F468 200D 1F467 200D 1F466,fully-qualified,👨‍👨‍👧‍👦,family man man girl boy,E2.0
People-Body,family,1F468 200D 1F468 200D 1F466 200D 1F466,fully-qualified,👨‍👨‍👦‍👦,family man man boy boy,E2.0
People-Body,family,1F468 200D 1F468 200D 1F467 200D 1F467,fully-qualified,👨‍👨‍👧‍👧,family man man girl girl,E2.0
People-Body,family,1F469 200D 1F469 200D 1F466,fully-qualified,👩‍👩‍👦,family woman woman boy,E2.0
People-Body,family,1F469 200D 1F469 200D 1F467,fully-qualified,👩‍👩‍👧,family woman woman girl,E2.0
People-Body,family,1F469 200D 1F469 200D 1F467 200D 1F466,fully-qualified,👩‍👩‍👧‍👦,family woman woman girl boy,E2.0
People-Body,family,1F469 200D 1F469 200D 1F466 200D 1F466,fully-qualified,👩‍👩‍👦‍👦,family woman woman boy boy,E2.0
People-Body,family,1F469 200D 1F469 200D 1F467 200D 1F467,fully-qualified,👩‍👩‍👧‍👧,family woman woman girl girl,E2.0
People-Body,family,1F468 200D 1F466,fully-qualified,👨‍👦,family man boy,E4.0
People-Body,family,1F468 200D 1F466 200D 1F466,fully-qualified,👨‍👦‍👦,family man boy boy,E4.0
People-Body,family,1F468 200D 1F467,fully-qualified,👨‍👧,family man girl,E4.0
People-Body,family,1F468 200D 1F467 200D 1F466,fully-qualified,👨‍👧‍👦,family man girl boy,E4.0
